user_id,user_name,name,rating,review_text,date,likes_count,reviewer_link,reviewer_image,photos
1872,upahaar limbu,Fun Land,3,"I mean it was well managed and clean but not worth the amount of money that cost. I enjoyed skating and the trampolining.
The reason why I gave it 3 stars is due to its restaurant. Food was super expensive and not worth the money. 250 rs for One  plate jhol momo and the salt was under done and there was so little johl and they gave the momo in the packing aluminium foil. If you're gonna charge more at least make the food tasty and good.",2 weeks ago,0,https://www.google.com/maps/contrib/104540165637851873758/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX0w4cxgwtFTF8XoR-Voh1VkYKhPMAq3zwuQDUBpxG4zqDLZB9j=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipPwXbQUukbt3zngymKXp9QJZT8Si1NQ2a5sZyG9=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPgomGuv2f7SVT2gT0jTWUxOC2XfVclzBA8WePs=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNUk_XEzvJDLIqnImpySCuTAyL7-G9Zp-NcEJFH=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNtaplwZm4aG-HZzKI1X4qzKQIZr5bSoOcX5ixa=w300-h225-p-k-no"
1873,It's me Adii,Fun Land,5,"Great place to chill with friends and family in Kathmandu. I was bored and thought of going this place with my family in weekend, the decision was good though. We enjoyed alot. The staffs are also friendly. For Ice skating the price is Rs. 800 per person for 45 mins. I highly recommend this place.",a year ago,10,https://www.google.com/maps/contrib/115469854367296607052/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVSb0b_jeSqljL4bljon-BsdpzilknOvKT6UGdbcBo6M-IBcPvA5g=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipMa44O8w2VUg_2KZu0m44O5rPlz1OXZIkY3YJ_B=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPh3LyNqI6ZQtVFPh0lR2EwPq3Owkxu4KmcT7UF=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMw33_OnAGFOSdg_qp9zDZ7PkWX0kTTcIunEQIe=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOmcua5v0EvxNqlbUvBtu5nJdQJy610izoYnwl2=w300-h225-p-k-no"
1874,samjhana humagain,Fun Land,4,"It's also a worry when your kids have vacation and you have no much free time🤔, this will be the best place to visit here. 🚋 Trampolines, bull riding ,kids slides .swing and many other playing items,machine games are here and the best and new is ice skate ⛸ ✌️.it is cool 😎 and price is hot  🔥 rs 700 per hour😜
Tickets are expensive and staffs behaviour is okay,except ice skate, they take care enough to our kids .
Don't worry about hunger they have their own food court inside it where you can enjoy veg and no veg dishes",a year ago,2,https://www.google.com/maps/contrib/114749414336683854576/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXWPZLP6_WTRFcKjKwcDhGRxsKu4IVrmUi-ZXHZKCAjjytB9XJp=w36-h36-p-rp-mo-ba3-br100,"https://lh5.googleusercontent.com/p/AF1QipPqaNaeVb_kyJv5Vx9x4acbP80oK81DjYjnjqAu=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMb9Jg0F5gK86POqjYDzG8uWRomsSa9rab-9U5P=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOSE-enKujIPguVx1WO5n4xc6kv12o1duf7fe05=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNPsezLanDUZsbv3HAUR81PvgNd9V8PAenzlStC=w300-h225-p-k-no"
1875,Arestotle Thapa,Fun Land,4,"I was happy to find an ice skate rink in Kathmandu. The place was not crowded. The rink didn't seem to be resurfaced frequently enough, so the ice was not that smooth. We arrived an hour before closing, so that may explain why the ice was not smooth. I did see a guy using squeeze around the edge. The ice was skatable nevertheless, and I had fun (and my kids had fun too). I don't  believe they have proper classes for beginners, but the staff were helping the beginners in need. The food counter closes before the rink so we couldn't get any food while we were there.",a year ago,4,https://www.google.com/maps/contrib/115773598031257219381/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocKJ98tuUC22-pMLgcBRkOUBY0GuKA_KUGUm-csAvMeeGijs5Q=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipN0rLGv58bTxmkwTUhLMIzXxZqQvWLqRaCJAnVY=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOAtnQvqVrRziICtfuT4zJDCyhKqlBTAD7_-T8s=w300-h450-p-k-no"
1876,Rupesh khadka,Fun Land,3,"Ice skating was the most fun but the pricing was on the higher side. We went on a 30% off offer where we paid 1400 per person for 1 hr of skating, 2 bull rides and unlimited trampoline ( which was simple and nothing much). If it's not for skating, I'd suggest going to Jump ktm 😉 …",a year ago,5,https://www.google.com/maps/contrib/109649246574630914881/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXJPRvNcguQP62-5EEGs-VqckhnZaBqN-ze4uTYLJ_Y5XPxWxnD=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipNRWs2O81nEM5SG0FWngJF3488rfUpdKqQZYb7l=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM3GGsIadI9EJWONQ7QqP-FT4ZvYh9CQILZjhmQ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPXKWuKazYehHWeJL8kz7XMzSQtMvFAW4NZEXXT=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMJhYf886DcxX9vlE0d9M8b6sjnKR4uPhOBmXJN=w300-h225-p-k-no"
1877,Arbin Shrestha,Fun Land,5,"Fun place for kids of all ages. They have little bit of everything- Restaurant, Trampoline Park, Skating, Video Games.

Enough Parking spots. Conveniently located. Prices are bit expensive but it’s worth if you’re planning to spend 4-5 hours.

Tips to management: Restrooms could use some improvement.",a year ago,1,https://www.google.com/maps/contrib/112970572278799382102/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUO6kls7Km5KKpsZyg05QD06Fe6HqR_09rANV8QoZbYKslBKCmQBw=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipNfFhMOcnzD2SLudQlUSNs7e3heqmv3cUnGllfh=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM_A2KXNxL1nyY5zxJYZZJL8NCXtaDWyF4UflgN=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPgR-iRY5-TFUqCTULTpkAYC6aOU6To2gm6Wse4=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNbEu3o20ohdlm7Blqf0UqqXTXngSqjpP9X-XtY=w300-h225-p-k-no"
1878,Bec,Fun Land,1,"It’s a shame this place isn’t maintained, the concept is great but for the cost it was a let down. The ice isn’t buffed down regularly so it’s hard/dangerous to skate on. The rest of the play equipment isn’t maintained and is already looking like it needs to be repaired or replaced. The games up stairs apart from having to pay extra to use them most of the machines weren’t working. For quite a pricey entry fee of 1300NPR (dashain special price) per person I did expect better.",3 months ago,1,https://www.google.com/maps/contrib/107684280122636882462/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocIBUgIhdXkm8vsd3EMU141ACRkmQQNR1zxUJZ1wAYfV6oCJsQ=w36-h36-p-rp-mo-br100,
1845,Dipesh Rai,Happy Dreams Chepti Fun Park,4,Beautifully organized Fun Park with a small zoo. The place is quite far from Birtamod. It needs a planned and integrated travel itinerary for visitors of different places of Nepal or even foreigners for its promotion. Easily accessible and affordable transportation is another crucial part to attract more and more visitors.,a year ago,0,https://www.google.com/maps/contrib/114516751765327712075/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVAB4gxAEwMSULn-0hAUvNxib2MCa1KFS097V2dF6fcuUj7U3Mw=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipMkaMWfhJlesMFcjfMgsDLLsFYtTFV0NbvjFR4f=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNk2q5JoP0zFJFjTwKLmPxBpLIo6T5YvwMatyZH=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPt6fq405gKArCntcMbgpLuF8G6buBXMTHTOwAG=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNOc_iWizY_MvduVtIcBXZNADj_28Cwx5_iKaWm=w300-h225-p-k-no"
1879,Nikita Khatiwada,Happy Dreams Chepti Fun Park,5,"Sun a fun palce to spend your day. Reaching this place is no less than an adventure but its so refreshing to be there. A running river by the side, a suspension bridge to cross and lots of place to click pictures.",a year ago,0,https://www.google.com/maps/contrib/106331678057383132730/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWmj-RkMpIMkRJGYc-KzjqpR6sfMZvTNZ6s4h_XW-oAATmXAbK5PQ=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipMzn5E5S4WSTKEmc1x2zzFmn0vne51dn7KlhO6o=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP9CTC3Nl4KLB7aO87HveTJbgmw5qn5mCkLm_WI=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOBSyqrZFXedBu0uaX2zCtrb501WgjO5u3Y441-=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMvFvubdVQMCxGXDMfupwYJfak0Re6kz41rFy6p=w300-h225-p-k-no"
1880,Bikash Subedi,Happy Dreams Chepti Fun Park,4,"The approach is a little off the beaten path. Even while artificial elements in the midst of nature are well-managed, they could be.",2 years ago,6,https://www.google.com/maps/contrib/106064069260341980349/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXt9WxhfV-pcz240TCFzTiW2exYUdZaK4UxImeExZX_c_z_baw2cw=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipMi7rZsUZQAABoCcHmdFh2nkNLpCzUczgF0G4mx=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNQD5RMbB3eES_te8rsWaVZLJVpIHb4Nsbnr-rk=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMOdr_DO6VirBYW2YxGGjta6Or5gnKiJb-ybHDP=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO7hxnyBT0JSX_XZu9Fao31ZKlZe2l53w6bRHab=w300-h225-p-k-no"
1881,Yubaraj Gautam,Happy Dreams Chepti Fun Park,3,"Wide Consept ,all thing collected in one place,enough place, little bit improv management and clean,otherwise everything is ok ""Save the nature""",2 years ago,2,https://www.google.com/maps/contrib/107612827726869015862/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocKpghDbakWGGosYx9V_lVQ6rB_SmEH9nMV4XCN1FDFLfCwkXg=w36-h36-p-rp-mo-ba2-br100,"https://lh5.googleusercontent.com/p/AF1QipPlj5BxgnHsX4PraLxqEP2t1IwPLirDQYw4K833=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPZImxvdUObctEheAIoD-94mx0_5pOe_Kv4zsMl=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNWTqRN3rpOLEBj1LZr6DlLfzFkAtwW8rZfjprA=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOSxslRmpy4OE2PYxTQVuWKFsfmxKk5y5ClDdTV=w300-h225-p-k-no"
1882,Rabin Sharma,Happy Dreams Chepti Fun Park,4,"Way is little bit off road to reach here. Artificial things in the bed of nature are well managed, can be managed more well.",2 years ago,4,https://www.google.com/maps/contrib/102581062722811417714/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXe2I0Rc9SoQ-r4Ccp6q618YvQatQXCInkbfm09NW8SgghfzZA=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipPe0A-oXN1YQ6kVn5JdDJzd2tEte3urqOz6Fh5J=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOgbWYtBMgF0NYuG55Nc6c0vvBGDLcAwWuTDlvA=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMvBqxRWD9yRQM00Ne9-IUzhiMtqQtUTpELV_CN=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNW2N7km2DHWRGJNzN3slX_9olpV4_svqg9mqYk=w300-h225-p-k-no"
1883,Suress Karkee,Happy Dreams Chepti Fun Park,5,"Mind blowing ,I like it have to visit once to make mind fresh and peace💐♥️ …",a month ago,0,https://www.google.com/maps/contrib/101989316261197941581/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjV7LxAoVhJTbydhAnA7FjjN7YuXFsM5nHbsBksH4p1XwLTxbT3V-A=w36-h36-p-rp-mo-br100,
1884,Pradip Mishra,Happy Dreams Chepti Fun Park,1,Happy New Year 2079..My first time chepti its amazing place to visit😍😍🤗💛 …,2 years ago,15,https://www.google.com/maps/contrib/105830064237978039711/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjV63B49aRezmLNzze41QFjjYCG6n03krGpn5Gq-d78zAVn8G7Tddw=w36-h36-p-rp-mo-ba6-br100,"https://lh5.googleusercontent.com/p/AF1QipOexdTBLfH_nJfDC5JZyIQQ7jePMB0pzaH8_wp0=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOOcMnGV00JKkFa9hnoSxo8ih0yaoggnxGUW706=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPS1JS3MoM4Zje1JocaJMq8VIBw116_ZZ4enwxV=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMdjK2qHViJdbtPADnSiv2_BxSM47hwTUy4vbip=w300-h225-p-k-no"
1221,Aakash Shrestha,Happy Dreams Chepti Fun Park,4,New place for people who are searching location to make tiktok videos- you can find plenty here.,2 years ago,2,https://www.google.com/maps/contrib/114338543600470620906/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXdGEze5ToYT8Zpcx2e0BBAfXeqxJx1uQ1ULzr5oIzQTySo4g=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipN-qwEsluYOmMOH7pdbOJqVVFXFeubINarv9N0=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM1kHcZIMXniUdxoDAviKz9nnBjbiJzX2WTBj8=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM6qrCoXyd3oxetpvoziVwXDdHBvdUfUIpJ8wQ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPw51iv9k8xr1QueK3JFjYvfD_JkkrFvaBWgKM=w300-h225-p-k-no"
1885,Ghalan Ghalan,G Art Gallery,5,G art gallery + workshop is a professional space for art lovers handmade painting. I visited this place several times. Gopi Shrestha g art wonner man is best fine artist. Thanks G art gallery.,a month ago,0,https://www.google.com/maps/contrib/104749869709193542424/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJddfHb9sHFMq7K8Gpnvu5RSC-yahvyXLTTSgrkiyYY0rCIsw=w36-h36-p-rp-mo-br100,"https://lh5.googleusercontent.com/p/AF1QipOx9Q76pSsZKT5xLylopafWjQNPIGS5FUFXLa5o=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNCw_x6j5eRj76KS-kvawM-IuLep_yJOBqzQUKo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOPH2OC98BxPSPR4k2iwqFm6QSpQByN6sLdJDA2=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNwgM24OWFlz4fL9vR8ZLrypukeHBehIhr78bzM=w300-h225-p-k-no"
1886,kamal Silwal,G Art Gallery,5,"I recently visited G Art Gallery, and it was an enriching experience. The layout was well-organized, allowing for a seamless flow through the various collection.

The art work captivated me with its purity . The artist is not jus  knowledgeable and passionate but humble and dedicated too.

Overall,  G art gallery is a must-visit for art lovers. Its commitment to showcasing innovative and thought-provoking art makes it a valuable addition to the cultural landscape.",3 months ago,1,https://www.google.com/maps/contrib/115847290790331373447/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVQBK7-EJQigp9vMsZ6xdTu264jaMem-HZVxoVqHi1w4IvuahmJ=w36-h36-p-rp-mo-br100,
1887,Jon Jon,G Art Gallery,5,"I ordered from Gopi some oil paintings again and it came to me above my expectation. The painting is really stand out and looks real with 3d effect, I am very happy and satisfied with the painting. Delivery was also very fast (DHL) and I will trust him with all my artwork. Thank you very much Gopi, highly recommended to deal with him.",3 years ago,6,https://www.google.com/maps/contrib/106025620846855832068/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocKvgzL3c40t-zvFMYYA-nLI-L3OrAFF8YRoYzQyORBd5Nqjow=w36-h36-p-rp-mo-br100,"https://lh5.googleusercontent.com/p/AF1QipP09-gxcivB3D0p5DKpE4JXGABnemGdbXAZYSfu=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOtfUrDaMXX-gDeD71m8-Vc_61fHz6EG9wVzKt_=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN1R0D0DZaMu305azxLXKLg6bAqddE96wHPkMAF=w300-h225-p-k-no"
1888,Yong Liang Tee,G Art Gallery,5,"I bought 2 paintings from Gopi Shrestha from G-Art Gallery Nepal.

I must say the overall experience was very positive and straight forward.
Let me breakdown.

Communication
Saw some of the photos and pictures online and found him on facebook where I send messages and how we can deal and rates of each painting.
No problem with english communication and he is very responsive during working hours.

Delivery
I used remittance of cash to his bank account in nepal, paid but and within days after completion, he send me the drawings and gave me DHL delivery tracking number.

Art work
The whole process those around 2weeks (less flight due to covid, understandable). It was properly wrapped. After opening it, I found 2 lovely and drawn beautifully artwork that I have seen on the image. Very identical. I am very impress with his work, professionalism and passion.

I am extremely please with my product and will not hesitate to deal with him again.

He painting a customized size and image for me.

Thank you so much Mr Gopi, you are a great artist.",4 years ago,7,https://www.google.com/maps/contrib/103008522749148491995/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXUBE3RJYeXDiwkG0aKI2DUNWsDvLaPwp2ypOhcH1gm3fxjZgzk=w36-h36-p-rp-mo-br100,"https://lh5.googleusercontent.com/p/AF1QipPoLH1Hlg_U49rZUUCyKETtYuPGFOaLSBj2RTs3=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNNhpfdvTsjLH2A93AN8xH4bbWjgNscJNRNF-uQ=w300-h450-p-k-no"
1889,Lumbani Makwakwa,G Art Gallery,5,"Very beautiful paintings, I like G-Arts works..",a month ago,0,https://www.google.com/maps/contrib/110846506945707989249/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocLd28wkiLtxCYG7Pr2OQjBOjWPDH1i-SCRNtivb2Q6J4418Mg=w36-h36-p-rp-mo-br100,
1890,Prem Shrestha,G Art Gallery,5,"Nature canvas painting looks lovely in my  room. I am Very happy with good painting , quality and colour trueness.
Canvas was well and excellent packaged and arrived in a timely manner.
Many thanks to G-Art Gallery I’ll be back as soon as I need another canvas.
And another things is  that , here I get cheapest price than others . I am very satisfied !!",10 months ago,0,https://www.google.com/maps/contrib/105525197387732283762/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocLV_wRZT48S4YnTR9FOaDJUXRCIS1h_ekf4faP2KGiWxCfyfw=w36-h36-p-rp-mo-br100,
1891,Panda Gaming,G Art Gallery,5,Wow very nice and beautiful painting with very cheapest price.,a month ago,0,https://www.google.com/maps/contrib/103238041414767357771/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVztBo-AXZDdayIieHJ0xD0BNwFgod8X105TUxyDd71OTgiIR_1=w36-h36-p-rp-mo-br100,
1892,Sangita Pokharel,G Art Gallery,5,Wow!! Its really like Natural hand made art .,a month ago,0,https://www.google.com/maps/contrib/114848150299304021276/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocI3dJi7AN56Kg_pwuhaJnyw2p5VD4mebhS2ZL3I3yi0HeVu6A=w36-h36-p-rp-mo-br100,
1893,लोकेन्द्र रोकामगर,G.Creek Church Kasala Rolpa,4,,5 months ago,0,https://www.google.com/maps/contrib/103216489185484321429/reviews?hl=en,https://lh3.googleusercontent.com/a-/ALV-UjXspkyFwr39H5HKy5rmwC4ROXiRPm6Tlsre5gqpUpB9EPcQFwtS=w36-h36-p-rp-mo-ba3-br100,
1894,lPradhyumna.ř Ranjitr,G.Sagar Aquarium,5,"Best Aquarium center, everything this better outcome for every customer. Recommend to all buy Aquarium fish, Fist Tank and other stuff related to aquarium.",a month ago,0,https://www.google.com/maps/contrib/114853365039560776314/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUqSw8aAt3Sh6XkUyPXAauaeIunkh5rEy-G_hhoslkmFTwNTfo=w36-h36-p-rp-mo-ba2-br100,
1895,Samar Shrestha,G.Sagar Aquarium,5,You can get varities of fish and all aquarium item at wholesale price .,5 months ago,0,https://www.google.com/maps/contrib/101688794156991619634/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocLiE8dFEtdg4NqfHNzh4MkSTZmnotWbBm5kV4qRA5CSXfv6y0Bf=w36-h36-p-rp-mo-br100,
1896,sailesh khatiwada,G.Sagar Aquarium,5,I ordered bettas and the aunty didn't disappoint me.,9 months ago,0,https://www.google.com/maps/contrib/115974389948535125437/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVaQlI5svU7OM0Hk5Qei_r7KiCTAWztu6XTJfJkFNZuGNq0ejOUAA=w36-h36-p-rp-mo-ba4-br100,
1897,mm Rais Maharjan,G.Sagar Aquarium,3,poor interaction with customers. Beside the fact you can get there most of the fishes for yourself. U also can get there the other essential things for yiur aquarium and the price is low. Thats what I felt with my recent visit ober there,4 years ago,0,https://www.google.com/maps/contrib/104036406289222235457/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUxhPQ2NYq1SXF7E_zJZWRvTOMaf8WqhEgPg4_N3OK_g8BGQ2TS=w36-h36-p-rp-mo-ba6-br100,
1898,N E P A L V R,G.Sagar Aquarium,5,Everything aquarium related at affordable prices!,8 months ago,1,https://www.google.com/maps/contrib/104362709929027940407/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWG6udV_bOyOfPCiKputUBrl3rwAK0i2p8MxwwfAq57tQ-bjYPHEQ=w36-h36-p-rp-mo-ba6-br100,
1899,Manish Khadgi,G.Sagar Aquarium,4,You can get all kind of fish and Aquarium accessories here. Owner are very friendly and helpful,2 years ago,0,https://www.google.com/maps/contrib/117983976420979717738/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXqa00SDwR9k56YLzZ-mqle46b4Im7k79jVrbsaLJs8-dfOBYSXYA=w36-h36-p-rp-mo-ba5-br100,
1900,FLynn Binod,G.Sagar Aquarium,5,Love this shop since childhood 🥰😁 …,a year ago,0,https://www.google.com/maps/contrib/106929808219335311482/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVNPLiDSZdYJGwBapqdqU1LJyEAX_miQvuBrJYptEjYa1_PF_kj=w36-h36-p-rp-mo-ba5-br100,
1901,Anish Mndr,G.Sagar Aquarium,5,"I loved it. Comparing prices to other, its cheap too",2 years ago,0,https://www.google.com/maps/contrib/107070437028020619715/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX2nigGCXnIg1wO82f93mwWlwRK4Gqgm8LQ689OqH3JnJK_Z0FbDg=w36-h36-p-rp-mo-ba3-br100,
1902,Sandesh Gautam,"GAINDAKOT-6, Playground",4,Medium sized ground nearby narayani river best for small games,8 months ago,0,https://www.google.com/maps/contrib/104430030063574879070/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUlOiQTUBC-tylUcuRy05VwtlgL0vNjleM__42da8DwueBxB7Xm=w36-h36-p-rp-mo-ba4-br100,https://lh5.googleusercontent.com/p/AF1QipPouqrspjQdDZ8ZOwnkCzaYplrfYSAXPHN_Vlki=w600-h450-p-k-no
1378,Ar Zun,"GAINDAKOT-6, Playground",4,You can enjoy a football even at night and go downside to get a river view & visit a hindu temple too,6 months ago,0,https://www.google.com/maps/contrib/104472973684543999964/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWnZbVT9nM8wbQm3SKVWYUYSOk6iddKBUCKEgc36MiG5wb3pSk=w36-h36-p-rp-mo-br100,
1903,Saroj Poudel,"GAINDAKOT-6, Playground",5,Local Level Playground.,2 years ago,0,https://www.google.com/maps/contrib/110534275424763148097/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVyZc34yfszrYh1Hbg7ioZoyt4l9UCcRyPiAIDxikSiSt2ap2atcg=w36-h36-p-rp-mo-ba4-br100,
1904,SANJAYA KUMAR SUNAR,"GAINDAKOT-6, Playground",5,Love you 🌹🌹🌹🌹 …,a year ago,0,https://www.google.com/maps/contrib/116455213197424118831/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVYh2BG4QpD3_A642DZF9r7jXDRnjqN_CP5Gko2PwakRy-tEoxC=w36-h36-p-rp-mo-ba2-br100,
1905,Aniel Shrestha,"GAINDAKOT-6, Playground",4,,6 days ago,0,https://www.google.com/maps/contrib/116849257881902378064/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVqwCmGvXg1Qq_Lpd8jZD-9ddzNi2ZU3z79b_10cwkezj4svFPb=w36-h36-p-rp-mo-br100,
1906,Anil Shrestha,"GAINDAKOT-6, Playground",4,,3 weeks ago,0,https://www.google.com/maps/contrib/116935175782761061101/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUE2t5IHymtFLk8nqJKf3e0c7YG-Nd3TlfjD3pWXuaDFyz_NgU=w36-h36-p-rp-mo-br100,
1907,Milan Xettri,"Ganesh Temple, Nawadurgatole, Sunwal-2",5,Best temple,7 months ago,0,https://www.google.com/maps/contrib/103425993353296627126/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocK0l0Ut0fsS8t70ZPLM9zohfonKZhpab3KfzGBnIIx2Fl7CTQ=w36-h36-p-rp-mo-br100,
1908,Shuvam Pandey,"Ganesh Temple, Nawadurgatole, Sunwal-2",5,"Nawadurga Kailash Dham Community Forest Park, Beautiful and holy place to visit. Breathtaking <3",2 years ago,0,https://www.google.com/maps/contrib/105751279698640615988/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXKy7J8EWEzN-iyn420pQYTH_73sEKBZ-ChSRFSfDGqgEhoKgRv=w36-h36-p-rp-mo-br100,
1909,Shishir Poudel,"Ganesh Temple, Nawadurgatole, Sunwal-2",5,Chwappa💀 …,3 months ago,0,https://www.google.com/maps/contrib/118056597789596176462/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocKN27XQRXPGcoAXzNtDXQjo4bEosyAtYqFNx0QI5bVeFDBAbw=w36-h36-p-rp-mo-br100,
1910,gaurab Pandey,"Ganesh Temple, Nawadurgatole, Sunwal-2",5,Best temple,8 months ago,0,https://www.google.com/maps/contrib/102935494388337209694/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVwxU-lvOnX4Qfx-6TZH4RRj4uiNYddIEohnpgcC9eUTa9lmK0R=w36-h36-p-rp-mo-br100,
