id,name,address,latitude,longitude,location,types,
212,Arts Nepal Gallery - Art Gallery in Nepal,"sagaramaathaa bajaara, Paryatan Marg, Kathmandu 44600, Nepal",27.7150598,85.3108008,Paryatan Marg,"art_gallery, store, point_of_interest, establishment",
213,Artspace,"MCCJ+66W Rijal chowk, bharatapaura 44200, naepaala",27.6705919,84.4305876,bharatapaura, art_gallery,
214,Artudio,"P76Q+JVQ, Chhauni Hospital Rd, Kathmandu 44600, Nepal",27.7116145,85.2897088,Chhauni Hospital Rd,"art_gallery, point_of_interest, establishment",
215,Arughat Bridge,"2RW8+C8P, aaraughaata jaanae sadaka, naepaala",28.0460879,84.8158288,aaraughaata jaanae sadaka, park,
216,Arun Kumar kushwaha,"V4V5+97C, saimaraaunagadha 44400, naepaala",26.8933966,85.108132,saimaraaunagadha, trek,
217,Arun Thapa Statue,"arauna thaapaa chaoka, 44700, naepaala",27.6808129,85.310304,44700, monument,
218,Aryal Batikaa,"Gulariya - Nepalganj Hwy 7, 21900, naepaala",28.1542051,81.5205865,21900, park,
219,Asanwa Tempo Park,"Judibela, Rautahat, 44515, naepaala",27.1407172,85.3981689,Rautahat, park,
220,Ascend Treks & Destination Management Co.,"7WCV+WHF Sajha, Baglung Rajmarg, paokharaa 33700, naepaala",28.2722071,83.9438406,Baglung Rajmarg, trek,
221,Ashigram Temple,"no.3, Daleldhura , Amargadhi Municipality ward, amaragadhaii, naepaala",29.2768479,80.5570142,Daleldhura, mosque,
222,Ashish Church,"Samakhusi Marg Chowk, kaathamaadaauँ 44600, naepaala",27.7299923,85.3163771,kaathamaadaauँ, church,
223,Ashish church sitapakha,"J8XR+RCW, mahaalakashamaii 44700, naepaala",27.6496284,85.3410598,mahaalakashamaii, church,
224,Ashok Art,"3J3J+M5X, laalabanadaii 45801, naepaala",27.0542414,85.6304658,laalabanadaii, art_gallery,
225,Ashok Stupa Ibahi,,27.67707589,85.32768795,0,,
226,Ashok Stupa Lagankhel,,27.66501286,85.32339508,0,,
227,Ashok Stupa Pulchowk,,27.67717158,85.31607432,0,,
228,Ashok Stupa Teta,,27.66540655,85.33562964,0,,
229,Ashoka Handicrafts,"Nagbahal, Khachhen 44700, Lalitpur 44700, Nepal",27.6754538,85.3236608,Khachhen,"art_gallery, museum, point_of_interest, store, establishment",
230,Ashokbatika Cemetery,"2V9F+34H, waiiraganyaja 44300, naepaala",27.01773,84.8729058,waiiraganyaja, museum,
231,Asianpaints Siraha,"Mahabir chowk, sairaahaa 56500, naepaala",26.6529355,86.2069919,sairaahaa, art_gallery,
232,Asnahiya,"sunwal 13, asnahiya 33007, naepaala",27.5765336,83.6789778,asnahiya, museum,
233,Atelier 2 Fine Art Gallery,"Dallu Aawas Marg, Kathmandu 44600, Nepal",27.7090434,85.2958004,Kathmandu,"art_gallery, museum, point_of_interest, establishment",
234,Atma Gyan Prachar Sangh Bengadabar,"XW7F+687, Dhumasan Road Bks, maithailaa 45600, naepaala",26.9630351,85.9233373,Dhumasan Road Bks, museum,
235,Attariya Chauraha,"RH63+X9X, atataraiiyaa 10900, naepaala",28.8127412,80.5537537,atataraiiyaa, picnic,
236,Audi niwas bhatyadi,"9FJR+MF, maelaaulaii 10300, naepaala",29.3817176,80.4911583,maelaaulaii, hike,
237,"Aul puma, Humla","Q2R4+CG5, gaothaii 21000, naepaala",29.7910152,82.0063566,gaothaii,,
238,Aunshka patel,"XXMX+HGH, balairaamapaura 44400, naepaala",26.9839961,84.9988966,balairaamapaura, museum,
239,Aurahi Bazar(aurahaii baajaara),"auraahaii 45700, naepaala",26.8987409,85.8283687,naepaala, historic_site,
240,Aurahi Hanuman Mandir,"J8H2+378, haulaakaii sadaka, aurahaii 56500, naepaala",26.6276238,86.3006794,haulaakaii sadaka, hindu_temple,
241,Aurahidi temple (Gujara'7' Rautahat)P,"Aurahidi temple (Gujara'7'Rauthat, naepaala",27.0418136,85.2815144,naepaala, hindu_temple,
242,Aviation Museum,"44600, Kathmandu, Nepal",27.6938316,85.3538524,Kathmandu,"museum, tourist_attraction, point_of_interest, establishment",
243,Awalii,"2434+6Q8, gauradauma, saimgaalailaa phaॉraesata, West Bengal 734221, bhaarata",27.0030383,88.1069659,gauradauma, mosque,
244,Ayaan Aquarium,"M8JM+V3R, Shankhamul Marga, kaathamaadaauँ 44600, naepaala",27.6822514,85.3326139,Shankhamul Marga, aquarium,
245,Ayre niwas,"8H5R+GC7, amaragadhaii 10300, naepaala",29.3087981,80.5910567,amaragadhaii, hike,
246,AzaKhanaZahra a.s Tulsipur,"583F+Q9Q, taulasaiipaura 22412, naepaala",28.154453,82.3234843,taulasaiipaura, mosque,
247,B&D Aquarium store and aquatic center,"P62H+6WJ, kaathamaadaauँ 44600, naepaala",27.7005855,85.229762,kaathamaadaauँ, aquarium,
248,B. P. Park,"WW5G+75R, Ilam 57300, Nepal",26.908232,87.9253824,Ilam,"park, point_of_interest, establishment",
249,B.I.Creek Church Majho sunsari,"Gadhi 6 Aurabani, inarauwaa 56710, naepaala",26.5638464,87.2014767,inarauwaa, church,
250,B.P. Smarak Kadmaha Chowk,"MGWG+35G, madhaupaataii 56400, naepaala",26.6951877,86.5254476,madhaupaataii, picnic,
251,B.P. Smriti Park,"Yog Nath Kandel's Home, Baglung 33300, Nepal",28.2666073,83.6060378,0,Baglung,
252,"BADAL MALL, Hikila, Darchula","WJ35+VC7, haikaiilaa 10100, naepaala",29.9046746,80.6086187,haikaiilaa, museum,
253,BADI HALBALDOLI MASJID,"HALBALDOLI, DUDUWA 3, naepaala",28.0315856,81.7012795,DUDUWA, mosque,
254,BALIDAN A.G CHURCH,"church road, Belauri Road 10, baelaauraii 10400, naepaala",28.7146079,80.3028364,Belauri, church,
255,BCM Milestone Church,"P5FG+V5J, naaubaisae 45100, naepaala",27.7247262,85.1753292,naaubaisae, church,
256,BELIEVERS EASTERN CHURCH BIRTAMOD,"Birtamod-4, bairataamaoda 57204, naepaala",26.6363345,87.9854535,bairataamaoda, church,
257,BELIEVERS EASTERN CHURCH MADI,"F855+576, maadaii 44200, naepaala",27.4579179,84.3081272,maadaii, church,
258,BHIRLAKHURI VIEW POINT,"7HFQ+Q5V, raatamaataa-dhaikaichaaura paaidala maaraga, baagalaunga 33300, naepaala",28.2744796,83.5879346,raatamaataa-dhaikaichaaura paaidala maaraga,,
259,BHUMAHI CHURCH bhaumahai characha,"HMHX+J9C, raamanagara, naepaala",27.5790681,83.6984038,raamanagara, church,
260,BHUSUNE JUNGLE,"7FGR+85G, Harkapur-Okhaldhunga Road, Siddhicharan 56100, Nepal",27.2758147,86.4904445,Harkapur-Okhaldhunga Road,"park, point_of_interest, establishment",
261,BIHANI GIFT & ARTS,"Horizon Chowk 4 No, Kapilvastu, naepaala",27.6830627,83.1774288,Kapilvastu, art_gallery,
262,BIRAN,"PFJX+RWQ, laetaanga 56600, naepaala",26.7320872,87.4998727,laetaanga, park,
263,BITAR RASAM PARK BITAR RAMAD PAR,"Ramechhap Rd, Ramechhap 45400, Nepal",27.3642715,86.0769488,Ramechhap,"park, point_of_interest, establishment",
264,BK ART Gallery,"२ kaumaaraii maaii maaraga, Kathmandu 44600, Nepal",27.7204288,85.3200854,Kathmandu,"art_gallery, store, point_of_interest, establishment",
265,BP Chowk,"2FVG+46, ghaoraahaii 22400, naepaala",28.0384607,82.4888854,ghaoraahaii,,
266,BP Koirala statue wai pai kaoiraalaa kao shaalaika,"36PQ+QJV, Vyas Sadak, kayaamaina 33600, naepaala",28.0869798,84.2390137,Vyas Sadak, monument,
267,BP Memorial & Clock Tower (Ghantaghar),"Q78C+CRX Gaur Bus Station, Bus Station Road, gaaura 44500, naepaala",26.7661056,85.2721047,Bus Station Road, monument,
268,BP Park Museum baiipaii paaraka sangagarahaalaya,"CRP8+RM4, daumajaa 45900, naepaala",27.4376665,85.8165157,daumajaa, museum,
269,BP Smirti Pratikshalaya(balti more),"VRHP+6PQ, Syangja Chapakot Rd, Chapakot 33800, Nepal",27.8780895,83.8368543,Syangja Chapakot Rd,"park, point_of_interest, establishment",
270,BUDDHA PARK Boudhanath,"44600, Kathmandu, Nepal",27.7223837,85.3614813,Kathmandu,"park, tourist_attraction, point_of_interest, establishment",
271,BUDDHA PASU PALAN FROM,"C8G9+P4, waetakauiyaa 32900, naepaala",27.4268599,83.3177903,waetakauiyaa, zoo,
272,Baahal,"PFJ6+2VH, shangakharaapaura 44600, naepaala",27.7300643,85.4622415,shangakharaapaura, historic_site,
273,"Baala Falls - Bardev, Konjyosom","HC4F+XHG, bharadaewa 45200, naepaala",27.5574441,85.4239543,bharadaewa,,
274,"Baba Dharmaraj niwas,Hanumannagar Kankalini municipality, Saptari","HV2J+7X, bhaaradaha 56418, naepaala",26.5506875,86.8824375,bhaaradaha, tourist_attraction,
275,Babai church,"7GMX+5FM, baaँsagadhaii 21800, naepaala",28.2829686,81.5486728,baaँsagadhaii, church,
276,Babai view point tower,"8PX7+PC, baaँsagadhaii 21800, naepaala",28.3492995,81.7136247,baaँsagadhaii, tourist_attraction,
277,"Babai-7 Dholpur,Dang","44F4+H73, panyachakaulae 22400, naepaala",28.1238916,82.1056579,panyachakaulae, monument,
278,"Babantak,jaskoda,dhanadi,lindado,ratoda","4QJJ+CP5, taijaalaii gaa wai sa 10800, naepaala",29.1310079,80.7818716,taijaalaii, park,
279,Babarmahal Palace,,27.69458661,85.32253325,0,,
280,Babu Ratna Stone Carving,"mamgalabajaara raoda, Lalitpur 44700, Nepal",27.6690297,85.3289959,Lalitpur,"museum, point_of_interest, establishment",
281,Bachha and Buddha Park,"G4GP+JCQ, bhaimaphaedaii 44100, naepaala",27.5265829,85.1360942,bhaimaphaedaii, park,
282,Badakhola,"F994+XCV, kaotabaaraa 22200, naepaala",28.4699807,82.3560389,kaotabaaraa,,
283,Badarpani (west rukum),"HF6M+QXQ, rauँghaa 22000, naepaala",28.5619604,82.4849693,rauँghaa, tourist_attraction,
284,Badatadi Picnic Spot,"RHWW+FF, daulalau 21600, naepaala",28.8461861,81.5962345,daulalau,,
285,Baddi Jyawan,"10500, naepaala",29.6601246,80.8761764,naepaala, hindu_temple,
286,"Badhunga, chaaupaaraii","Arghakhanchi, panini-6, Badunga, naepaala",27.8990515,83.2237671,panini-6, picnic,
287,Badigad Rural Municipality,"Wadigad-5, gawaalaiichaaura 32600, naepaala",28.2448156,83.217021,gawaalaiichaaura, zoo,
288,"Badikedar,Doti thauulaa kaedaara dhaaramaika sathala","3WGF+3MP, 10800, naepaala",29.0752064,80.9241973,10800, church,
289,Badrinath temple,,27.672046,85.427455,0,,
290,Bagaicha,"5 khuta Bagaicha, naepaala",26.9826779,86.8865224,naepaala, aquarium,
291,"Bagaicha, 2 syangja","3VPQ+78X, pautalaiibajaara 33800, naepaala",28.0857259,83.8883661,pautalaiibajaara, hike,
292,Bagare Ganesh Temple (parai ganaesha shathaana),"QVXW+224, aranaikao raajamaaraga, baara‍habaisae 45302, naepaala",27.797522,85.8950747,aranaikao raajamaaraga, hindu_temple,
293,Bagaret bagaraeta,"XFV4+42, panyachakanayaa paokharaii 57500, naepaala",26.9928412,87.4550034,panyachakanayaa, museum,
294,Bagarphant Mandali Church(House of Prayers),"Jaljala,2, Bagarphant, naepaala",28.3578456,83.5664215,2, church,
295,Bagdole Batika,"M77W+VPW, Bagdol Rd, Lalitpur 44600, Nepal",27.6647495,85.2968308,Bagdol Rd,"park, point_of_interest, establishment",
296,Bagdula baagadaulaa,"payauuthaana 22300, naepaala",28.1228804,82.8835755,naepaala, zoo,
297,Bageshwori Nagarkot Suspension Bridge(baagaeshawaraii nagarakaota jhaolaungagae paula),"Suspension Bridge, Telkot Nagarkot Rd, mahaamanyajausharaii nagarakaota 44600, naepaala",27.7063484,85.4837236,Telkot Nagarkot Rd, hike,
298,Bagh Bhairab Temple,,27.6794183,85.27647687,, Religious Site,
299,Bagh-E-Madna pokhariya Bazar Chandranagar sarlahi,"WHHX+QM, maohanapaura 45800, naepaala",26.9294148,85.5991082,maohanapaura, mosque,
300,Baghmaara (baaghamaaraa),"W9R9+GXV, daupachaeshawaora maaraga, Sundaradevi VDC 44900, naepaala",27.9413566,85.3699296,daupachaeshawaora maaraga, picnic,
301,Bagkhor(baaghakhaaera),"G364+F69, maelaunga 45500, naepaala",27.5111676,86.0556128,maelaunga, park,
302,Baglung,"85J6+Q38, baurataibaanga 33300, naepaala",28.3319009,83.1602101,baurataibaanga, park,
303,Bagmara,"MCCH+CW4, Bhaktapur 44800, Nepal",27.6710221,85.4298197,0,Bhaktapur,
304,Bagmara Tadi-4,"Sundara Devi Tadi-4, 44900, naepaala",27.9318168,85.3545378,44900, tourist_attraction,
305,Bagmati Nagar Park,"P975+WWP, Kathmandu 44600, Nepal",27.714826,85.359817,Kathmandu,"park, point_of_interest, establishment",
306,Bagmati New Bridge Samanpur Bazar Rautahat,"X9GV+P25, samanapauura, naepaala",26.9767749,85.3926143,samanapauura, monument,
307,Baheri Evergreen Fun Park,"JGJV+QH5, Khairahani Rd, khaairahaanaii 44200, naepaala",27.6318987,84.5439862,Khairahani Rd, park,
308,Bahuari,"4V32+XW, waiiraganyaja 44300, naepaala",27.1048767,84.8522517,waiiraganyaja, park,
309,Bahudarmai,"3RQF+QR2, Birgunj, bhaauraataara 44300, naepaala",27.0893853,84.8245192,Birgunj, monument,
310,Bahudarmai Temple / bahaudaramaaii manadaira,"3R6V+FGJ, baairaiyaa bairataa 44300, naepaala",27.0612259,84.8437521,baairaiyaa, hindu_temple,
311,Baidhyanath Dham Temple (waaidayanaatha dhaama),"6673+8JJ manadaira, baaijanaatha 10700, naepaala",29.213146,81.2040304,baaijanaatha, hindu_temple,
312,Baijanath Banke,"6H8P+H7H, taitaihairaiyaa 21904, naepaala",28.216442,81.585742,taitaihairaiyaa, historic_site,
313,Baijanath Temple,"Q6JQ+985, baeladanadaii 10400, naepaala",28.7808756,80.2383725,baeladanadaii, monument,
314,Baijanath Vatika baaijanaatha waataikaa,"5J88+682, 21915, naepaala",28.1655187,81.6157596,21915, park,
315,Bailcheura pilal,"JC3X+XG, dasharathachanada 10200, naepaala",29.6044739,80.4485514,dasharathachanada, trek,
316,Bairatpur Mosque,"bhataaudaa 44400, naepaala",27.0341554,84.9615296,naepaala,,
317,Bairganiya Bazar ( baairaganaiyaaँ chaauka raautahata naepaala ),"Bairganiya Rautahat, Bairganiya 44500, naepaala",26.9763494,85.2006203,Bairganiya, trek,
318,Bairiya Masjid -North,"3QGQ+R2, baairaiyaa bairataa daa.pauu. 44300, naepaala",27.077084,84.7875729,baairaiyaa, mosque,
319,Bairyahi Jama Masjid,"JJVV+879, Unnamed Road, shamabhaunaatha 56400, naepaala",26.6432865,86.6432354,Unnamed Road, mosque,
320,Baishabarna Mahabihar,,27.66979777,85.32708546,, Archaeological Site,
321,Baitadi,"97GV+GJQ, shaiwanaatha 10200, naepaala",29.3763361,80.2941194,shaiwanaatha, tourist_attraction,
322,Baitadi Patan 1 ganesh pur Shoreee kalsaini temple,"CGG4+PR, paatana 10200, naepaala",29.426754,80.5070634,paatana, hindu_temple,
323,Baitadi khakardhar,"GF99+CGM, Khalanga 10200, naepaala",29.5185787,80.4688061,Khalanga,,
324,"Bajagaun,Musikot Rukum West","HFV3+F4, bhalaakachaa 22000, naepaala",28.5936342,82.4528261,bhalaakachaa, tourist_attraction,
325,"Bajhakot(than dada,lekh)jhaaँkaraii thaanadaamdaa","XP3P+JQ8, bajhakot, Rewati Rd, waalainga 10, naepaala",27.9540365,83.7369494,bajhakot, tourist_attraction,
326,Bajhang Laka,"Q7G2+MQ6, Golai 10500, naepaala",29.776669,81.2518833,Golai, tourist_attraction,
327,Bajrabarahi Park,"J84M+X7H, jharauwaaraashaii 44700, naepaala",27.6074356,85.3332252,jharauwaaraashaii, park,
328,Bajrabarahi Picnic Spots,"J84H+CPQ Bajrabarahi Community Forest, chaapaagaa‌‍‍uँ 44700, naepaala",27.6048211,85.3296528,chaapaagaa‌‍‍uँ, picnic,
329,Bajrakirti Mahabihar,,27.67336449,85.32728327,0,,
330,"Bajrangbali Temple, Gramthan - 7, Morang, Nepal","H8XV+849, banaigaamaa raoda, wanaigaamaa 56600, naepaala",26.5982809,87.3428583,banaigaamaa raoda,,
331,Bajrayogini Mandir,,27.67682687,85.31453574,, Religious Site,
332,Bajura nepal,"FP4M+X2W, 10600, naepaala",29.4574774,81.7325746,10600, tourist_attraction,
333,Bakaiya Temple (bakaaiyaa thaakaura manadaiira),"C87P+29, shaikharapaura 44100, naepaala",27.412606,85.3359718,shaikharapaura, monument,
334,Bakhachhen Mahadev Temple and Siwa Ganesh temple,,27.677666,85.386782,0,,
335,Bakhetro Samabeshi Bakhra Utpadan Firm,"Dudesota khola Dang, Ghorahi 22400, Nepal",28.0576212,82.4734103,Ghorahi,"zoo, point_of_interest, establishment",
336,Bakum gadhi,"RPWQ+8GX, hakalaanga 32500, naepaala",27.8458622,83.7388453,hakalaanga, museum,
337,Bal Gauri Mai,,27.80301174,84.60098801,0,,
338,Bal Udhyaan Forest Park,"M42J+CMQ, Devachuli-Kawasoti Rd, kaawaasaotaii 33000, naepaala",27.6510799,84.1317212,Devachuli-Kawasoti Rd, park,
339,Balabesi Church,"Kepilasgadhi-2, naepaala",27.3057324,86.8709352,naepaala, church,
340,Baladhar Gupta Mahabihar,,27.6700873,85.32856034,, Archaeological Site,
341,Balaguru Shivalaya Dham,,26.95449486,88.02025113,0,,
342,Balaju Park,"P8M2+GFM, Trishuli Hwy, Kathmandu 44600, Nepal",27.7338465,85.3011804,Trishuli Hwy,"park, amusement_park, tourist_attraction, point_of_interest, establishment",
343,Balami Temple (balaamaii kauula manadaira),"66GR+83R, baagalaunga 33300, naepaala",28.2258584,83.2401342,baagalaunga, hindu_temple,
344,Balapur Picnic Spot,"69PC+CHX, gaularaiyaa 21800, naepaala",28.2361055,81.3715096,gaularaiyaa, picnic,
345,Balaute Bhanjyang,"8XV2+8F5, Bhojpur 57000, Nepal",27.3432608,86.9512359,5,Bhojpur,
346,Balaute balaautae bajaara,"6262+2XF, Balaute Bazar Dawan, Bhojpur 57000, Nepal",27.2099918,87.0025084,0,Balaute Bazar Dawan,
347,"Balawa jhulange pull,Nepal","PQRM+RWR, balawaa 45700, naepaala",26.7421178,85.7847694,balawaa, tourist_attraction,
348,Balawa park,"PQVP+C65, Balawa - Janakpur Rd, balawaa 45700, naepaala",26.7435073,85.785614,Balawa - Janakpur Rd,,
349,Balbahadur statue,"8G44+3QG, Harkapur-Okhaldhunga Road, Siddhicharan 56100, Nepal",27.3051782,86.5069525,Harkapur-Okhaldhunga Road,"park, point_of_interest, establishment",
350,Baleshwor Park,"VJH5+6GX, daulalau 21600, naepaala",28.8781139,81.608872,daulalau, park,
351,"Balidan A.G. Church, Simaldandi","Q747+VW, baeladanadaii 10400, naepaala",28.7571644,80.2648533,baeladanadaii, church,
352,Balidan AG Church Ghorahi Dang,"2FQH+VHV, ghaoraahaii 22400, naepaala",28.0397103,82.4789578,ghaoraahaii,,
353,"Balidan AG Church, Sikta","baaँkae raashataraiya naikaunyaja, Sikta, Raptisonari-1, naepaala",28.0343512,81.9795524,Sikta,,
354,Balidan AG church Atthaise dang,"XHG9+475, ghaoraahaii-raamapaura sadaka, raamapaura 22400, naepaala",27.9760924,82.5682859,ghaoraahaii-raamapaura sadaka, church,
355,Balidan Church Manebhanjyang 3 Darbu,"balidan mandali, 56100, naepaala",27.2035697,86.4875997,56100, church,
356,Balighat Garden and Park,"V36C+773, Dedgaun Rd, daedagaauँ, naepaala",27.8606465,84.070687,Dedgaun Rd, park,
357,Balik arts,"3782+66X, Tansen-Ridi-Tamghas Road, raesaungagaa 32600, naepaala",28.0656082,83.2506029,Tansen-Ridi-Tamghas Road, art_gallery,
358,Balithum tari,"37QV+H9F, paraalamaii 32600, naepaala",28.088934,83.2934086,paraalamaii, trek,
359,Balkot Pauwa,"X68R+P7C, F134, balakaota 32700, naepaala",27.9668223,83.240652,F134, museum,
360,Balkumari Mandir,,27.67208593,85.33551631,, Religious Site,
361,Balkumari Mandir Chakrabahil,,27.67091996,85.32491505,, Religious Site,
362,Balkumari Picnic Spot,"J8HC+RPQ Balkumari Temple, lalaitapaura 44700, naepaala",27.6295823,85.321853,lalaitapaura,,
363,Balkumari Temple,,27.67582478,85.38532024,0,,
364,Balkumari Temple of Thimi,,27.675718,85.385297,0,,
365,"Ball statue, Duhabi, Sunsari, Nepal","H77J+P4H, H08, dauhawaii 56707, naepaala",26.5643127,87.2803657,H08, park,
366,Balthali View Point,"HG5M+W98, Khopashi to Balthali, panaautaii 45216, naepaala",27.5597837,85.5334565,Khopashi to Balthali, trek,
367,Baluwa,"Q9CR+VFC, gaokaranaeshawara 44600, naepaala",27.7721218,85.3912182,gaokaranaeshawara, mosque,
368,Balwa municipality mahottari nepal,"PRX4+P5P, balawaa 45700, naepaala",26.7493476,85.8054699,balawaa, historic_site,
369,Banagaun Masjid,"3GPJ+77V, haramaii, naepaala",28.0857372,84.5306729,haramaii, mosque,
370,Banasthali Children Park,"M6RH+X96, chanadaraagairaii 44600, naepaala",27.6928995,85.2291666,chanadaraagairaii, amusement_park,
371,Banawali bhagawati mandir ( bhattas and bohara) tample,"Thalara 1, dhadegada, naepaala",29.4319864,80.9270009,dhadegada, hindu_temple,
372,Banbatika Park,,27.65274119,83.48242505,0,,
373,Banbatika Zoo,"MF3P+J33, tailaotatamaa 32907, naepaala",27.6540046,83.4851772,tailaotatamaa,,
374,Bancharetar Chowk (banacharae taara chaoka),"P979+G89, Kathmandu 44600, Nepal",27.7137883,85.3683668,Kathmandu,"park, point_of_interest, establishment",
375,Bandevi Mandir,,27.85705884,85.03561048,0,,
376,Bandhatal,"MC95+PV, baelaauraii 10400, naepaala",28.6693209,80.4096641,baelaauraii, picnic,
377,Banepa Jame Masjid,"JGGF+GX2, banaepaa 45210, naepaala",27.62626,85.5248717,banaepaa, mosque,
378,Baneshwor Danda Chainpur,"77HM+5C, chaainapaura 56900, naepaala",27.2778777,87.2835459,chaainapaura, trek,
379,Baneshwor Temple- ???????? ???????????,,27.69566512,85.33726729,0,,
380,Bangad Kupindae 10 Salyan,"G26X+848, ghaajaraii paipala 22200, naepaala",28.510776,82.0478354,ghaajaraii, hike,
381,Bangalamukhi Mandir,,27.67635804,85.32592608,0,,
382,"Banganga sub division Forest Office, Dohte","Q3CF+V72, thaadaa 32800, naepaala",27.77215,83.0731251,thaadaa, hike,
383,Bangesal Masjid,"WR5V+532, baangagaesaala, naepaala",27.9078912,82.8427074,baangagaesaala, mosque,
384,Banglachuli View Tower,"2P2C+W2, marakaawaanga 22300, naepaala",28.0023534,82.7201151,marakaawaanga, tourist_attraction,
385,Bangnam Church,"GRR2+4CM, manaharai 44100, naepaala",27.5403276,84.8010338,manaharai, church,
386,Baniya Danda Naya Basti,"Bhaktapur, Nepal",27.6843543,85.4622264,5,Nepal,
387,Baniya pur,"94HG+642, raajaapaura, naepaala",28.3780148,81.1252975,raajaapaura, church,
388,Bankada Chormai,"JF3M+PWV, nawaalaii 10200, naepaala",29.6043594,80.4847814,nawaalaii, hike,
389,Banke,"6HHR+P7, baaँsagadhaii 21904, naepaala",28.2293734,81.5905984,baaँsagadhaii, tourist_attraction,
390,Banke National Park,"7MQ7+HWG, baaँsagadhaii 21904, naepaala",28.288941,81.6648169,baaँsagadhaii,,
391,Banke National Park Khadgawar Hattisar,"6PMH+652, Unnamed Road, kaohalapaura 21904, naepaala",28.233003,81.727894,Unnamed Road, hike,
