user_id,user_name,place_name,rating,review_text,date,likes_count,reviewer_link,reviewer_image,photos
1352,Tiger Beaudoin,Museum Of Nepali Art,5,"If you’re tired of the usual tourist circuit in Kathmandu, the Museum of Nepali Art (MoNA) is a hidden gem you don’t want to miss. I found it on Atlas Obscura, and wow, what a find! It’s tucked away in the peaceful grounds of the Kathmandu Guest House in the middle of Thamel—a perfect escape from the chaos of the streets.

Their current Miniatures Exhibition is absolutely mind-blowing. They’ve got pieces as tiny as a grain of rice (you look at them through a microscope!) and others up to 8 feet tall. It’s an intriguing mix of old-school traditional Nepali art and bold, modern works. The themes are deep—think rebirth, perspective, and the magic of going small to tell a big story.

Even if you’re not super into art, the vibe here is calm and inspiring, a great break from temples and trekking. Plus, it feels good to support a space that’s really keeping Nepal’s creative culture alive. If you’re in Kathmandu, carve out an hour or two to check this out—it’s a refreshing, off-the-beaten-path experience that’s totally worth it!",a month ago,0,https://www.google.com/maps/contrib/114742948521563145453/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUoLarho-jO9M3TR93bppcykBbHpYn_hrWwA_aOacB681f5mZeBVw=w36-h36-p-rp-mo-ba3-br100,https://lh5.googleusercontent.com/p/AF1QipOoxc1BoG1nnYGO9viUmH-2-J7WTM8Li25C9e5G=w600-h450-p-k-no
1353,Barbora Benková,Museum Of Nepali Art,4,"If you are an art lover, this is a must-visit place, and I highly encourage you to support them.

This place feels very hard to rate. I can see and appreciate all the hard work put into this museum. The artwork selected was spectacular, and the effort to include explanations and stories behind the art through their website and attached qr codes is commendable. However, it is still unfinished or at least feels unfinished

Some of the qr codes are dead or lead to an error message on the website. Some feature just a description of what is in the picture, and some feature no description at all.
Additionally, the place is very small, much smaller than it looks in the photographs.

That being said, I absolutely loved the place. The art is brilliant and the staff is very nice. I just wish there was more.",3 months ago,0,https://www.google.com/maps/contrib/104572278413190119571/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVpLpMNmuQqt5j7l6r3o1LOcfJG1-w5Y2bv2yxEKHwR0_9_3FzqrA=w36-h36-p-rp-mo-ba4-br100,
1354,Aung Myint Thein,Museum Of Nepali Art,4,Quietly Enjoy the place and feel the vibe,a month ago,0,https://www.google.com/maps/contrib/104195075335118887276/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXV5J8ZAFhRc8OuaWFn3z19GEoaSBUzaD9QYoxP47kgapI0YsF2=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipMOmnpPvTzipVM4IH2sBrB5vH0X8D5OnKd600__=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM6V3LZT5oSol5aZA8iiGcSL-coluJ3twew2lB1=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP0PlzRInGSemjB3xDN1jHV3CZhwhOoTep5ruLH=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMMoKWqfF0Pd-UnbXIqwYUcrQQfNznfGmfzOFap=w300-h225-p-k-no"
1355,Trishala Jain,Museum Of Nepali Art,4,"Must visit if you're an art lover. It's unlike other museums I've been to. The location is very unassuming yet inviting. The surroundings are beautiful. The kathmandu art house is either part of it or next to it and they have a tattoo studio there as well.
There is a cafe in the museum, in the open area. 3 out of 4 parts were under renovation but it's worth a visit for sure.",2 months ago,0,https://www.google.com/maps/contrib/114131442588505850337/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocIPhTJOKFmAuWCxmKYYHUSEG26rb88b6BMpu4YASqqyWx68YA=w36-h36-p-rp-mo-ba6-br100,
1356,Sanisha Maharjan,Museum Of Nepali Art,4,"the museum's interior is beautifully designed with traditional Nepali architectural elements and adorned with handcrafted wooden carvings and intricate paintings and every detail is carefully curated to enhance the overall aesthetic of the space and create a truly immersive experience.
would highly recommend for anyone interested in exploring the country's artistic tradition",a year ago,3,https://www.google.com/maps/contrib/106783385170349939006/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXSLFIxGrM6eonmenryYlmkkaxYQe_SJ-JzPLDNy2FCNyZWH3y5zw=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipPEFEMmJx6W7Yu1MCF3lkwdPLBA1xufZ8pwrRLP=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP4xE17xfbgxnpfACsciLJ9PxxJq85p9hk1JJag=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMyKAVMmnmbnSWmfLBotoQxHtRlE48GKiEX547R=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP9FPd9uo0H_CEwOK3LjeWZjoNgmIxYbX-LmnH1=w300-h225-p-k-no"
1357,Amélie Vial,Museum Of Nepali Art,5,"Very beautiful museum in the center of Kathmandu. Actual exhibition features the work of a dedicated artist, showing sketches, final work and spiritual/cultural context. So much expertise and details. You can sit to contemplate artworks as well, write notes, take pictures. I thank the outpowering rain for making me choose this indoor visit 🌧 ticket is 500 rupies : money well spent.",a year ago,2,https://www.google.com/maps/contrib/112504011697094724905/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocK5gDJNGusNGqWloaaHEkyWQtlXURfu-Rfja-Vn3ZD1GiSW4w=w36-h36-p-rp-mo-ba3-br100,"https://lh5.googleusercontent.com/p/AF1QipPn6PS4HUIVrKcOpxqty5Ka6iZc1qbcZMtWox6-=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMiGGgt6CXFHlfb3GfhJjRK6Uoifh5VAojvmVmT=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMVye_thAp19W6spr7reTXku1U3W2wNZPnIPQhe=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPAKmIVO583UCnfJuzxQWu3sss6JJRvBOSfEmuU=w300-h225-p-k-no"
1358,Kabi Kamal,BK ART Gallery,5,Very nice gallery for mountain Nepali landscape painting.,a year ago,0,https://www.google.com/maps/contrib/104126548190253243414/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUZrqzt-wIGmKABJ6WWmQsVukmISnCooSdZYDt1lyDET8f6-hFG=w36-h36-p-rp-mo-br100,https://lh5.googleusercontent.com/p/AF1QipMDYRoxUKANCSfvbTvt0Z5JcZiJpjl2G6eb_RAy=w600-h450-p-k-no
1359,Ramesh Lamgade,BK ART Gallery,5,i love to see all the painting from bk art gallery.,a year ago,0,https://www.google.com/maps/contrib/109368396837574399491/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjW9pxlxiutYHjeELhiyO0bq6TLYaIBtrhl7ZuQf8ykHzfsPrLY=w36-h36-p-rp-mo-br100,https://lh5.googleusercontent.com/p/AF1QipNgT7ILxGWyYR4SUscKDa3FP4BaqoVoOsk0pkDJ=w600-h450-p-k-no
1360,Anand Verma,BK ART Gallery,5,Love art work ❤️🙏🏽😊Osam work sir …,a year ago,0,https://www.google.com/maps/contrib/106663553607841293958/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocLWM2LnNTaamU-JXcLc4biNF1BM891gR05ACEzoBXGKauOJM5c=w36-h36-p-rp-mo-br100,
1361,G Art (Artist Gopi Shrestha),BK ART Gallery,5,Best art gallery of Nepal for art deal.,4 years ago,1,https://www.google.com/maps/contrib/110943788857163810043/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWyKMSXGJeuqWaikRBC1MpjzOlC1HMcb5_7UVyu5TVxpksPD8Tw=w36-h36-p-rp-mo-ba2-br100,
1362,krishna k.,BK ART Gallery,5,i love art painting of BK ART Gallery.,5 years ago,2,https://www.google.com/maps/contrib/113306615507531064921/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX3aThgDwQl668Fd5QW6aTKIOsG2OGyDOGb2-cCL14N7mrULAs=w36-h36-p-rp-mo-br100,
1363,Hom Gurung,BK ART Gallery,5,Nice art shop.,a year ago,0,https://www.google.com/maps/contrib/101677111786400984352/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocKm9_HXJeeicZByPxKIfV17g94vZ82jS385YKno3L8m6_EcCQ=w36-h36-p-rp-mo-br100,
1364,Rajan Dahal,BK ART Gallery,5,Good arts. Good paintings.,7 years ago,2,https://www.google.com/maps/contrib/109732328220499333054/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWY5STJ_6b5twWNfeROtiTQW5DKCfIdj99g2OtVdxUQL2JnI_56MA=w36-h36-p-rp-mo-ba8-br100,
1365,Sujan Subedi,BK ART Gallery,1,,3 hours ago,0,https://www.google.com/maps/contrib/117408074281248575002/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX4MgOPCb5Mg7lEQ-58qi-StfqBGu51-zYQuI5zUO_AlqVrNqGt=w36-h36-p-rp-mo-br100,
1366,Anshul Gupta,Nupur Art Gallery Center Pvt. Ltd.,5,Good and nice service … highly recommended,3 years ago,0,https://www.google.com/maps/contrib/101662008826208645230/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocImuWjgvrG7_Nye70xUbC7eDU9xgZ9oIVRHYBeUhS0T_fFC_g=w36-h36-p-rp-mo-br100,
1367,Yuval Alfia,Nupur Art Gallery Center Pvt. Ltd.,5,Good price and quality!,a month ago,0,https://www.google.com/maps/contrib/116997913239855352306/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocIwCimGmFtsRiDSpqrUDhzeIBFXngAc8HDJNTlJlRyVc1KqxA=w36-h36-p-rp-mo-br100,
1368,Siddhant gupta,Nupur Art Gallery Center Pvt. Ltd.,5,,a month ago,0,https://www.google.com/maps/contrib/106585620557662161674/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocKwEYiUOS0zFTpBHGCm0ir1uCWWd6OUcDHIa4oHJfluWR9HCw=w36-h36-p-rp-mo-br100,
1369,Prince Yeshi,Thang Ku Artist,5,,a year ago,0,https://www.google.com/maps/contrib/100089257439863078831/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXkegNkC2kjH05t03FoO1k_0MQ51ZfYlDHMmq0TFwdOagv3Rvc=w36-h36-p-rp-mo-br100,
1370,Ena Tamang,Thang Ku Artist,5,,4 years ago,0,https://www.google.com/maps/contrib/100681742217159184202/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUEzFMx_9lv_O4UB-NZyXlMLNm_GA0uyZsJVE3cJyijcbGHwBs=w36-h36-p-rp-mo-br100,
1371,Namun Tamang,Thang Ku Artist,5,,4 years ago,0,https://www.google.com/maps/contrib/100667080349333560704/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWNS7oKmWdNzNz84KVtw4uoLl04aL8ZLBnszWbZeTG9dGrY_0SGLA=w36-h36-p-rp-mo-br100,
1372,Josh McCue,Swoyambhu Art Gallery,5,"Best paintings in Kathmandu., my son recently purchased a painting from here and it’s beautiful. Highly recommended.",6 months ago,0,https://www.google.com/maps/contrib/118174380397972159280/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJUhggnSVUYBSoJTMb1YbzeuNzaNE8kUjBKewDPXKW1PynEMA=w36-h36-p-rp-mo-ba3-br100,https://lh5.googleusercontent.com/p/AF1QipPyQEePtcQO2z4W7pR5U2d0bso145s2xlXruuqM=w600-h450-p-k-no
1373,Michael Dawes,Swoyambhu Art Gallery,5,Excellent art work and friendly service,3 weeks ago,0,https://www.google.com/maps/contrib/110986754149152950232/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJlxwRF5i8epSXj-4KcQTLNC1DkCFGhJmnhxXfqQQCrk-jSmQ=w36-h36-p-rp-mo-br100,
1374,Serj Limitless,Swoyambhu Art Gallery,5,Lots of beautiful paintings to choose from and an awesome owner Shiva who will help you with just about everything!,2 years ago,0,https://www.google.com/maps/contrib/104221032221221074383/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUa03HuJO0CKdfqekhtTtBDHgNnrE96XldRajsy51vdr6QBcC3X1w=w36-h36-p-rp-mo-br100,
1375,Daniel Lartigue,Swoyambhu Art Gallery,5,"Great gallery, super nice welcome,
Shiva is a talented artist, the paintings are in different styles with Nepali painters.",5 months ago,0,https://www.google.com/maps/contrib/105426687456780523472/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocLLA-0GJIrS84vcLjpW3I2KaKKK_8_OkxdZkEsw1MJWACnB9A=w36-h36-p-rp-mo-br100,
1376,Paula Hughes,Swoyambhu Art Gallery,5,,a month ago,0,https://www.google.com/maps/contrib/105260112425374048147/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocKmBlhd455qSFKTmLh7CWnQ25hFbSl53pYv_F8G9YdVq8gbbQ=w36-h36-p-rp-mo-br100,
1377,Michael Hiller,Swoyambhu Art Gallery,5,,7 months ago,0,https://www.google.com/maps/contrib/115124029529796392834/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXap3jxryPLy8LdMzNe0RoH3XWST5JQm7TWicro25qOLaPb3b32=w36-h36-p-rp-mo-br100,https://lh5.googleusercontent.com/p/AF1QipPL4WC4QezuQt-6Uj5oH3iHqi-lK16k0uHRe_I=w600-h450-p-k-no
1378,黃瀞瑩,Swoyambhu Art Gallery,5,,a year ago,0,https://www.google.com/maps/contrib/111322819657126939361/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocL3uVlcTFpvbKG3IuWI7_hrocp4rt_x6FMjmHCsrw5AeMbWBg=w36-h36-p-rp-mo-br100,
1379,Sharmila Shyangtan,ArTree Nepal,5,"Very impressive, informed and researched social issues, presented through art, voice of minorities and marginalized ethnic communities of Nepal. I love each showcased art.",6 years ago,1,https://www.google.com/maps/contrib/114722017372169170412/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUGtSPPZP_KU3nQWcNh2jrFvPVGycyMRmHSQJVsKVWdA93dZio0tg=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipN75UG469pWuNLSsV4AwAEJnRprPOtsn33oe4xc=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM80H1c4KDfiK2LFCribO6UG5niMljiYp0VfEMV=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN_6IUTWKqLMCOP91JPZKPMYvvJ2xZQc7HoMgyo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPQU5H8XoVt_Rr4rIHOxnGd3X2qxTGO605FKGx_=w300-h225-p-k-no"
1380,Sumit Shrestha,ArTree Nepal,4,Art work is magnificent. A must goto place for art enthusiasts.,6 years ago,1,https://www.google.com/maps/contrib/114761714232898185321/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXNkCwsR9dJhn1-qcWImjNlKQQHHGJOyu8ETl9hj8NSh1CGkPAF3A=w36-h36-p-rp-mo-ba3-br100,
1381,subash gurung,ArTree Nepal,5,"Great place to visit, to see great arts.",4 years ago,0,https://www.google.com/maps/contrib/106927319701400631141/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJqaddidxvrFwKl7_aTLxwdFLcFtxloZQ5QtMSpfQoMaNm6Ww=w36-h36-p-rp-mo-br100,
1382,imran khan,ArTree Nepal,5,Perfect place for art lovers,a year ago,0,https://www.google.com/maps/contrib/107311575698832613216/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWTKL4f8NVu79SW17ayJjJFfZS8hOe8cvu6YY0sFu5ktLLERx0=w36-h36-p-rp-mo-br100,
1383,Bishal Yonjan,ArTree Nepal,5,,9 months ago,0,https://www.google.com/maps/contrib/115925938161891450260/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWFxpsSRD6FUJtdjL2uJZlta6fHkQ14fCkzg45XXYjls1yQDgPf=w36-h36-p-rp-mo-ba2-br100,
1384,sampada uprety,ArTree Nepal,5,,a year ago,0,https://www.google.com/maps/contrib/110159414914088383609/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWP3w2tR-VqFLcxFkvrzArbSZYKk_rfSyTDFaA7BxOQza73FS8oSQ=w36-h36-p-rp-mo-br100,
1385,ZION,ArTree Nepal,5,,3 years ago,0,https://www.google.com/maps/contrib/113303199525448801658/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUfcx2ooMJ90odc5ivNevMjx8aAnAW0aVwLunR5LXmWr3rKT159=w36-h36-p-rp-mo-ba2-br100,
1386,Mandar Shikhar Banerjee,ArTree Nepal,4,,3 years ago,0,https://www.google.com/maps/contrib/109348705078212200391/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX9DabqxH-SFAH8klTSmH_2-NX79JrCytx6aKFgMRgPqHqwv-A8Iw=w36-h36-p-rp-mo-ba5-br100,
1387,Pundit Radheshyam Mishra,Mithila Yain Art Gallery,5,"A nice place where you will find good Exhibition or renowned artists from Nepal, India and many other countries. The curator is an Amazing person.",6 years ago,0,https://www.google.com/maps/contrib/104818082068745723930/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWrfNTktAHrmJK7rTDw4RDGMh7wmkNckre3_1nV9UAxaL9AmwqJeA=w36-h36-p-rp-mo-ba5-br100,"https://lh5.googleusercontent.com/p/AF1QipOFsgE7zJCI31FCFF--hJBmmbLag-r8NyptRP1X=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOYyVlxqvK7S0Opx-5ANulSBq5sAf8jrKZtvFEG=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMRLOg04NGJu06cl7QwlhBkr5ExWuzRcfHyCAgi=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO4RrLNYmwH1tt4KpbpMcHnurqUhE8L27vG_b34=w300-h225-p-k-no"
1388,Amit Mehra,Mithila Yain Art Gallery,5,"Mithila Yain Art Gallery is the only famous art gallery in Thamel, Kathmandu of Nepal. located at JP road, the popular tourist hub and attractions for shopping. i have not visited yet here but its my pleasure to exhibit my artwork here in July 2018 exhibition organised by Radart. and i wish once i will go there to exhibit my Artworks. Beautiful gallery, huge crowd and popular tourist attractions.",4 years ago,7,https://www.google.com/maps/contrib/104470225604678743087/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVkJJ6DJn7gAbS3LMI6h4CvQsQ-zQp8tU5y5m5lzwxi1G4TqCFX=w36-h36-p-rp-mo-ba6-br100,
1389,Travelling Foot,Mithila Yain Art Gallery,3,"It was good although I wasn't inside for too much time but the outside environment was great silence and peace

The photo I'm putting is of outside",2 years ago,0,https://www.google.com/maps/contrib/102546653290760792773/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXQBoJ7mfqZIeZGjIX3lzOAXhbE5bvwFoZOHh_0etcfQufF6d3cZA=w36-h36-p-rp-mo-ba3-br100,"https://lh5.googleusercontent.com/p/AF1QipMJZPukPz90tGfV5eeigeBYjmQEGg00HQLY56xW=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP8iWeROGq_92loZxOWlxQi0Lr4RwPGpTCoLax6=w300-h450-p-k-no"
1390,Bibek,Mithila Yain Art Gallery,4,A great place for young and emerging artists,2 years ago,0,https://www.google.com/maps/contrib/106183890480220755928/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX8jWzw_Akgo6Dgwr40dquBG0wJeEggO5p0BLd7nfr9VnRtPFQg=w36-h36-p-rp-mo-ba4-br100,
1391,Birendra Prasad Sah,Mithila Yain Art Gallery,5,Beautiful Gallery of Mithila Art,6 years ago,0,https://www.google.com/maps/contrib/110668401920380235556/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjV8RFLglUJjViwXTWswKqbftLFHOySqrzaV_NNp1Ks51It2_BA=w36-h36-p-rp-mo-ba5-br100,
1392,Md Aurangzeb,Mithila Yain Art Gallery,5,,3 years ago,0,https://www.google.com/maps/contrib/112348991070513502189/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUs67EaqWg9Mu8FM8NAVbRdg7IGQ-_oBgMzUN-UalbRSsFnhQEP=w36-h36-p-rp-mo-br100,
1393,Ritu Shah,Mithila Yain Art Gallery,4,,6 years ago,0,https://www.google.com/maps/contrib/109335485126897958794/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJ7UgwmfrDHAjecp0DynJ7hqJRGqNO7BhdPTZdET56mIubRsS4p=w36-h36-p-rp-mo-ba3-br100,
1394,UMESH TAMANG,Mithila Yain Art Gallery,1,,7 years ago,0,https://www.google.com/maps/contrib/109621098396084739692/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWnZtKywRxTHmil3Wm-Zp3sUrW2LnpDUZ66B5TVJCP_QM-DtOCw=w36-h36-p-rp-mo-br100,
1395,Ann P,Himalayan Arts/Thangka Gallery,5,"Went to this little shop in Thamel, from the main road. If you get lost just ask the stores around Ashok Galli, small alley from the  tree just turn left side. I'm  very happy to meet the owner and designer BJ his very nice too. If you're into artwork this is the  place. The art pieces are so intricate, beautifully designed and the  owner happily explained the details of each, from painting etc. Definitely  amazed!

It's interesting  also to know that art pieces are exhibited in some parts of the  world like expos.

I highly recommend to pay a visit while in Thamel.",2 years ago,0,https://www.google.com/maps/contrib/100643515217530209723/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocKaRPDBz3507a_35iY9aPxyluSWAFRfhdA8hKTv9V42Y_W-IA=w36-h36-p-rp-mo-ba3-br100,"https://lh5.googleusercontent.com/p/AF1QipPZscQ1OtOl_G83cbIp0qESUDlHN79SL_QtAuLg=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMqAN1isc7bCm-vnEDc7hgryv39kZcoE1lzEV-E=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNvKRlhxSDNn14zflUPv81rOeV76amTGR1cYzTs=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPcOozh8qmLTUiRrvX_9SPSjv4KB4kZOWiVG7bX=w300-h225-p-k-no"
1396,Sri R,Himalayan Arts/Thangka Gallery,5,"Beautiful paintings.  Real works of art.  Sam, the artist, paints them and runs the store.",a year ago,1,https://www.google.com/maps/contrib/106486382183395890687/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocKwmIcgro2_2rijnIygRA2fcduhBJIAe3lngJyX0nF-xxGwjJTv=w36-h36-p-rp-mo-ba4-br100,"https://lh5.googleusercontent.com/p/AF1QipOCQLek6m3jHWEpxsj-crrveMePP0mZKBz6tAUD=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM51KLbHM-D3KufQrLVNQeMA2hAYzBv82polw1T=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMFTyxxpVzJSowmjm222mFjstcm0M_fiHGREcD-=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPKnJNvvN-jsc5jXQf6V1TdTp6VgI09MFT6IstN=w300-h225-p-k-no"
1397,Alice Alison,Himalayan Arts/Thangka Gallery,5,"Very good Gallery. Friendly people, beautiful things",3 years ago,1,https://www.google.com/maps/contrib/106899938039504888334/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUxSPQaXVJd5ZVtDOxB1ZKW447feTS75xTlyGvOS7xBf6GWNWQ=w36-h36-p-rp-mo-br100,
1398,Moktan Bishwo,Himalayan Arts/Thangka Gallery,5,Where you can get very good qualities thanka collection and learn and share culture,5 years ago,0,https://www.google.com/maps/contrib/100702186190360446311/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXdnQd6ADBg-1psHMimMduQWi5GvRYrL3yBZQjQWybnpyCLRnDa=w36-h36-p-rp-mo-br100,
1399,Junaid mk,Himalayan Arts/Thangka Gallery,5,Great place to get awesome arts.,5 years ago,0,https://www.google.com/maps/contrib/100223761160072543742/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWzbvPQm2AGy_8M231C3UQ1EhMNJ3x0NC3IcsuAUppLIXf3Mu2R=w36-h36-p-rp-mo-br100,
1400,ชญาณิศา ศรีวิชัยนันท์,Himalayan Arts/Thangka Gallery,5,Great👍 …,3 years ago,1,https://www.google.com/maps/contrib/103985025819037477342/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXcl5Z7iT1WdXdUckz7zbZtGahVAsANSbCuCqKIKBtbWoe8mD0=w36-h36-p-rp-mo-br100,
1401,bijaya lama,Himalayan Arts/Thangka Gallery,2,,4 months ago,0,https://www.google.com/maps/contrib/103615449042440015029/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocK7pq9XEVnkdXiAQjUuuMB5L-TIXPQ3iifEvc-bEp-mOMcItQ=w36-h36-p-rp-mo-br100,
1402,Anish Acharya,Himalayan Arts/Thangka Gallery,4,"Dear Anish, thank you so much for the rating, much appreciated!",2 years ago,0,https://www.google.com/maps/contrib/116040700925939677170/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX_qWFNxRUnyTkzpyAKwkGb8tQRJ1yrWRmHczisvipG3FE4p3-I-Q=w36-h36-p-rp-mo-ba5-br100,
1403,Ruban Arumugam,Shangri-La Art Gallery,5,"Friendly
Unique Painting
Good service
Thank you so much for your service",7 months ago,0,https://www.google.com/maps/contrib/116658561476878948435/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjU4w4-JE6pfE-cHg5CrQMo7-FXZutohQPMAleOxYNjTR2vnfQu3=w36-h36-p-rp-mo-br100,"https://lh5.googleusercontent.com/p/AF1QipN_EzQ9eok9uAU3qWHJb2kckAYgP_egD0vhZL74=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOAev2DkjFc62GVHmYYv9-qTs4tAN0GTfdvrC9v=w300-h450-p-k-no"
1404,Pratham Raj Bajracharya,Woodcraft Gallery,5,"Here I find a big space for parking which is more necessary now a days since there are very few places where could find parking in busy thamal area.
About the gallery it is so nice to see traditional and modern sculptures on wood. Fine works and meaningful artworks are in showcase. It is fine place and peaceful for spending our sometime away from busy road's noise. We can spent time for books reading which you can bring along and also lunch and beverage are near to few steps so you can order your coffee from directly this gallery and pay from here. And ticketing for flights or for tourist guide service everything is near by and can socialise and get service from the gallery.
And also I like the free training session on wood craft on every Saturday. Instructors are National award holders for traditional and modern arts. So one can enjoy their lessons easily. They teach the course so simply that one can make some handy gift items in  hours training.
I recommend this place who ever wants to learn art work on wood, visit the exhibition and stay in peaceful space reading books.",6 years ago,2,https://www.google.com/maps/contrib/104328061199659113070/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVlcztb_KkQz-iftEutRhPXmUIi6QpwOm8q0HMgEf3VJFX4rJ4y=w36-h36-p-rp-mo-ba3-br100,"https://lh5.googleusercontent.com/p/AF1QipNWF4XljL9LjCprpKhBoZJY8DCgOC9dxnHP3jYh=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP5vpnQnJOq3D5RmKeIJ7XG0NYzdRJHKhyV2C-i=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMlLvQEsM7BezlX8GR_5eYaBLVMns9zNHU1nu9O=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOW7y6gRguF7uzEZwD4b1vm2q1X2F3ylmwRdD_7=w300-h225-p-k-no"
